Interference and Diffraction Data File Fri, Feb 28, 2025 3:00 PM
Sensor Position (Meters)	Light Intensity (Volts)
0.04033	0.01119
0.04044	0.00345
0.04050	-0.00218
0.04056	0.00200
0.04061	0.01119
0.04067	-0.00154
0.04072	-0.00347
0.04078	-0.00025
0.04083	0.00023
0.04094	0.00023
0.04100	-0.00106
0.04106	0.00120
0.04111	0.00313
0.04117	0.00249
0.04122	0.00378
0.04128	0.00619
0.04133	0.00684
0.04139	0.00410
0.04144	0.00104
0.04156	0.00748
0.04161	0.00797
0.04167	0.00732
0.04172	0.00539
0.04178	0.00716
0.04183	0.00362
0.04194	0.00603
0.04200	0.00539
0.04206	0.00217
0.04211	0.00490
0.04217	0.00684
0.04222	0.00877
0.04228	0.00877
0.04233	0.01328
0.04239	0.01795
0.04244	0.02472
0.04256	0.02762
0.04261	0.03149
0.04267	0.03245
0.04272	0.03181
0.04278	0.03100
0.04283	0.02778
0.04294	0.02601
0.04300	0.02101
0.04306	0.01666
0.04311	0.01634
0.04317	0.01167
0.04322	0.01006
0.04328	0.00732
0.04333	0.00378
0.04344	0.00410
0.04350	0.00668
0.04356	0.00829
0.04361	0.01409
0.04367	0.01844
0.04372	0.02520
0.04378	0.02746
0.04383	0.03165
0.04389	0.03568
0.04400	0.03584
0.04406	0.03906
0.04411	0.03777
0.04417	0.02778
0.04428	0.02971
0.04433	0.02585
0.04439	0.01989
0.04444	0.01264
0.04450	0.00974
0.04456	0.00829
0.04461	0.00764
0.04472	0.00507
0.04478	0.00780
0.04483	0.00716
0.04489	0.01264
0.04494	0.01344
0.04506	0.01940
0.04511	0.02263
0.04517	0.02923
0.04522	0.03052
0.04528	0.03294
0.04533	0.02907
0.04544	0.02472
0.04550	0.02053
0.04556	0.01570
0.04561	0.01538
0.04567	0.01006
0.04572	0.00652
0.04583	0.00523
0.04589	0.00249
0.04594	0.00378
0.04600	0.00571
0.04611	0.00716
0.04617	0.00748
0.04622	0.00426
0.04628	0.01054
0.04633	0.01425
0.04639	0.01183
0.04644	0.01441
0.04656	0.01602
0.04661	0.01377
0.04667	0.01699
0.04672	0.01457
0.04683	0.01151
0.04689	0.00958
0.04694	0.00684
0.04700	0.00603
0.04706	0.00023
0.04717	0.00168
0.04722	0.00184
0.04728	-0.00106
0.04733	-0.00009
0.04739	0.00329
0.04744	0.00104
0.04756	0.00072
0.04761	0.00362
0.04767	0.00184
0.04772	0.00007
0.04778	0.00104
0.04783	-0.00122
0.04794	-0.00218
0.04800	0.00329
0.04806	-0.00009
0.04811	-0.00251
0.04817	-0.00235
0.04822	-0.00315
0.04828	-0.00122
0.04833	0.00152
0.04844	0.00055
0.04850	0.00200
0.04856	0.00313
0.04861	0.00458
0.04867	0.00281
0.04878	0.00410
0.04883	0.00603
0.04889	0.00958
0.04894	0.01119
0.04900	0.00990
0.04906	0.01473
0.04911	0.01602
0.04917	0.01892
0.04922	0.01828
0.04933	0.01666
0.04939	0.01457
0.04944	0.01489
0.04950	0.00861
0.04956	0.01215
0.04961	0.00555
0.04967	0.00474
0.04972	0.00652
0.04978	0.00184
0.04989	0.00603
0.04994	0.01232
0.05000	0.01377
0.05006	0.02263
0.05011	0.02633
0.05022	0.03729
0.05028	0.04599
0.05033	0.05307
0.05039	0.05759
0.05044	0.06258
0.05050	0.06129
0.05056	0.05952
0.05061	0.05307
0.05067	0.04937
0.05078	0.04035
0.05083	0.03213
0.05089	0.02311
0.05094	0.01618
0.05100	0.01393
0.05106	0.01119
0.05111	0.01441
0.05122	0.02214
0.05128	0.03165
0.05133	0.04341
0.05139	0.05678
0.05144	0.06822
0.05150	0.08433
0.05156	0.10221
0.05161	0.11075
0.05167	0.11735
0.05178	0.11526
0.05183	0.11043
0.05189	0.09931
0.05194	0.08513
0.05200	0.06757
0.05206	0.05179
0.05211	0.03874
0.05217	0.02601
0.05222	0.01699
0.05228	0.01828
0.05239	0.02101
0.05244	0.03423
0.05250	0.04727
0.05256	0.05904
0.05261	0.07257
0.05272	0.08610
0.05278	0.09915
0.05283	0.11349
0.05289	0.12831
0.05294	0.13169
0.05300	0.13459
0.05306	0.13024
0.05311	0.12460
0.05317	0.11252
0.05328	0.09689
0.05333	0.07708
0.05339	0.05420
0.05344	0.04196
0.05350	0.02601
0.05361	0.01892
0.05367	0.01779
0.05372	0.01844
0.05378	0.02214
0.05383	0.02971
0.05389	0.03680
0.05394	0.04824
0.05400	0.06145
0.05411	0.06693
0.05417	0.07353
0.05422	0.07144
0.05428	0.07080
0.05439	0.06483
0.05444	0.05501
0.05450	0.04840
0.05456	0.03954
0.05461	0.03020
0.05467	0.01940
0.05472	0.01296
0.05478	0.00893
0.05489	0.00684
0.05494	0.00797
0.05500	0.00813
0.05506	0.00668
0.05517	0.00780
0.05522	0.00925
0.05528	0.01103
0.05533	0.00990
0.05539	0.01070
0.05544	0.00797
0.05556	0.00313
0.05561	0.00523
0.05567	0.00555
0.05572	0.00362
0.05578	0.00281
0.05583	0.00120
0.05594	-0.00412
0.05600	0.00055
0.05605	0.00297
0.05611	0.00184
0.05617	0.00329
0.05628	0.00571
0.05633	0.00797
0.05639	0.01070
0.05644	0.01521
0.05650	0.02504
0.05655	0.03616
0.05667	0.04599
0.05672	0.06000
0.05678	0.06935
0.05683	0.08336
0.05694	0.09142
0.05700	0.09206
0.05705	0.09206
0.05711	0.09013
0.05717	0.08433
0.05722	0.07080
0.05728	0.05823
0.05739	0.04405
0.05744	0.03487
0.05750	0.03004
0.05755	0.03664
0.05761	0.05420
0.05772	0.08529
0.05778	0.12912
0.05783	0.18163
0.05789	0.23770
0.05794	0.29698
0.05800	0.35144
0.05805	0.39622
0.05817	0.42925
0.05822	0.44971
0.05828	0.45068
0.05833	0.43328
0.05839	0.39864
0.05844	0.34113
0.05855	0.27234
0.05861	0.20757
0.05867	0.15135
0.05872	0.10962
0.05878	0.10318
0.05883	0.12170
0.05889	0.17004
0.05900	0.24108
0.05905	0.33629
0.05911	0.45390
0.05917	0.58004
0.05922	0.66913
0.05928	0.79302
0.05939	0.91111
0.05944	1.01100
0.05950	1.07866
0.05955	1.09783
0.05961	1.07592
0.05967	1.01760
0.05972	0.91740
0.05978	0.79109
0.05989	0.65609
0.05994	0.49273
0.06000	0.36449
0.06005	0.26058
0.06011	0.21466
0.06017	0.24012
0.06028	0.33662
0.06033	0.49482
0.06039	0.70538
0.06044	0.94414
0.06050	1.19675
0.06055	1.42923
0.06061	1.63770
0.06067	1.81733
0.06078	1.93075
0.06083	1.96007
0.06089	1.90127
0.06094	1.77367
0.06100	1.58083
0.06105	1.34062
0.06111	1.08478
0.06122	0.83765
0.06128	0.62564
0.06133	0.46824
0.06139	0.37512
0.06144	0.34129
0.06150	0.38479
0.06155	0.53042
0.06161	0.76467
0.06167	1.07592
0.06178	1.44534
0.06183	1.83682
0.06189	2.19271
0.06194	2.49366
0.06200	2.70262
0.06205	2.80251
0.06211	2.78414
0.06217	2.65751
0.06222	2.45967
0.06233	2.16983
0.06239	1.83666
0.06244	1.51300
0.06250	1.26248
0.06255	0.99714
0.06261	0.74679
0.06267	0.55024
0.06278	0.44858
0.06283	0.47355
0.06289	0.62241
0.06294	0.87954
0.06300	1.20384
0.06305	1.59839
0.06311	2.00341
0.06317	2.38765
0.06322	2.79171
0.06333	3.09573
0.06339	3.26457
0.06344	3.28729
0.06350	3.13375
0.06355	2.84730
0.06367	2.44791
0.06372	2.02387
0.06378	1.56858
0.06383	1.11733
0.06389	0.78159
0.06394	0.56748
0.06400	0.45599
0.06405	0.47597
0.06417	0.64594
0.06422	0.93995
0.06428	1.28697
0.06433	1.65767
0.06439	2.05319
0.06450	2.37831
0.06455	2.63914
0.06461	2.81910
0.06467	2.89080
0.06472	2.84134
0.06478	2.68973
0.06483	2.44066
0.06494	2.10861
0.06500	1.72324
0.06505	1.32354
0.06511	0.96009
0.06517	0.64432
0.06528	0.44923
0.06533	0.35337
0.06539	0.35418
0.06544	0.44584
0.06550	0.60244
0.06555	0.81977
0.06561	1.04966
0.06572	1.30211
0.06578	1.52090
0.06583	1.68265
0.06589	1.82909
0.06594	1.91013
0.06605	1.89917
0.06611	1.78704
0.06617	1.59935
0.06622	1.38396
0.06628	1.12748
0.06639	0.86600
0.06644	0.63707
0.06650	0.43876
0.06655	0.29634
0.06661	0.21643
0.06672	0.20193
0.06678	0.25494
0.06683	0.35385
0.06689	0.49675
0.06694	0.64191
0.06705	0.77933
0.06711	0.88582
0.06717	0.96863
0.06722	1.01116
0.06728	1.02002
0.06733	0.98007
0.06739	0.90966
0.06750	0.80285
0.06755	0.66849
0.06761	0.53332
0.06767	0.39558
0.06772	0.27362
0.06783	0.18937
0.06789	0.13218
0.06794	0.10205
0.06800	0.10173
0.06805	0.12025
0.06811	0.16166
0.06817	0.21321
0.06828	0.26847
0.06833	0.33356
0.06839	0.39171
0.06844	0.43586
0.06850	0.46212
0.06855	0.46969
0.06867	0.45728
0.06872	0.42732
0.06878	0.38527
0.06883	0.33839
0.06889	0.28635
0.06894	0.23174
0.06900	0.19130
0.06905	0.14700
0.06917	0.10334
0.06922	0.07096
0.06928	0.04840
0.06933	0.03857
0.06939	0.04292
0.06950	0.05243
0.06955	0.07353
0.06961	0.09706
0.06967	0.11816
0.06972	0.13975
0.06978	0.15199
0.06983	0.15860
0.06989	0.15537
0.06994	0.14249
0.07005	0.12235
0.07011	0.10414
0.07017	0.08175
0.07022	0.05759
0.07028	0.04180
0.07033	0.02698
0.07044	0.01956
0.07050	0.00877
0.07055	0.00426
0.07061	0.00217
0.07067	0.00281
0.07072	0.00313
0.07078	0.00152
0.07083	0.00152
0.07094	0.00603
0.07100	0.00780
0.07105	0.00378
0.07111	0.00442
0.07117	0.00039
0.07122	0.00233
0.07128	-0.00041
0.07133	-0.00009
0.07139	-0.00267
0.07144	-0.00315
0.07155	-0.01169
0.07161	-0.00218
0.07167	-0.00154
0.07172	-0.00057
0.07178	-0.00331
0.07189	-0.00347
0.07194	-0.00057
0.07200	-0.00138
0.07205	0.00233
0.07211	0.00168
0.07217	-0.00396
0.07222	0.00764
0.07228	0.01409
0.07233	0.02021
0.07239	0.03423
0.07250	0.02553
0.07255	0.02569
0.07261	0.02794
0.07267	0.03020
0.07272	0.02633
0.07278	0.02553
0.07283	0.02118
0.07294	0.01634
0.07300	0.01248
0.07305	0.00797
0.07311	0.00490
0.07317	0.00619
0.07322	0.00523
0.07328	0.01135
0.07333	0.01393
0.07344	0.02907
0.07350	0.03857
0.07355	0.05501
0.07361	0.06806
0.07367	0.07933
0.07372	0.08449
0.07383	0.09061
0.07389	0.09109
0.07394	0.08433
0.07400	0.08658
0.07405	0.08143
0.07411	0.06773
0.07417	0.05420
0.07428	0.04164
0.07433	0.02907
0.07439	0.01908
0.07444	0.01779
0.07450	0.01747
0.07461	0.02553
0.07467	0.03680
0.07472	0.05098
0.07478	0.07112
0.07483	0.08900
0.07489	0.11027
0.07494	0.12605
0.07505	0.14071
0.07511	0.14732
0.07517	0.14893
0.07522	0.13910
0.07533	0.12525
0.07539	0.10849
0.07544	0.08852
0.07550	0.07128
0.07555	0.05211
0.07561	0.03551
0.07567	0.02971
0.07578	0.01763
0.07583	0.01393
0.07589	0.00958
0.07594	0.01956
0.07605	0.02553
0.07611	0.03616
0.07617	0.04276
0.07622	0.05340
0.07628	0.06193
0.07639	0.06870
0.07644	0.06918
0.07650	0.06935
0.07655	0.06451
0.07661	0.05952
0.07667	0.04615
0.07678	0.03841
0.07683	0.02714
0.07689	0.01618
0.07694	0.01135
0.07705	0.00716
0.07711	0.00265
0.07717	-0.00009
0.07722	0.00184
0.07728	0.00764
0.07733	0.01264
0.07744	0.01360
0.07750	0.01973
0.07755	0.02327
0.07761	0.02472
0.07767	0.02665
0.07778	0.02730
0.07783	0.02408
0.07789	0.02166
0.07794	0.01973
0.07800	0.01618
0.07805	0.01312
0.07811	0.00942
0.07822	0.00797
0.07828	0.00104
0.07833	0.00120
0.07839	-0.00283
0.07844	-0.00041
0.07850	0.00023
0.07861	-0.00492
0.07867	-0.00315
0.07872	-0.00525
0.07878	-0.00541
0.07883	-0.00299
0.07889	-0.00347
0.07894	-0.00170
0.07900	-0.00541
0.07911	-0.00396
0.07917	-0.00122
0.07922	-0.00444
0.07928	-0.00380
0.07933	-0.00444
0.07944	-0.00122
0.07950	-0.00508
0.07955	-0.00251
0.07961	-0.00251
0.07967	-0.00331
0.07972	0.00426
0.07978	-0.00331
0.07983	-0.00218
0.07989	-0.01411
0.08000	-0.00331
0.08005	-0.00315
0.08011	-0.00653
0.08017	-0.00122
0.08022	0.00152
0.08033	0.00329
0.08039	0.00426
0.08044	0.00410
0.08050	0.00345
0.08055	0.00474
0.08061	0.00313
0.08067	0.00732
0.08072	-0.01185
0.08078	0.00184
0.08089	0.00184
0.08094	-0.00637
0.08100	-0.00170
0.08105	0.00362
0.08111	0.00120
0.08122	0.00426
0.08128	0.01038
0.08133	0.01199
0.08139	0.01505
0.08144	0.01876
0.08150	0.02375
0.08155	0.02569
0.08161	0.03326
0.08167	0.02214
0.08178	0.03358
0.08183	0.03455
0.08189	0.03020
0.08194	0.02698
0.08200	0.02408
0.08205	0.01908
0.08211	0.01328
0.08222	0.00877
0.08228	0.00539
0.08233	0.00426
0.08239	-0.01282
0.08244	0.00104
0.08250	0.00184
0.08255	0.00603
0.08261	0.00732
0.08272	0.01328
0.08278	0.01570
0.08283	0.02005
0.08289	0.02810
0.08294	0.03342
0.08300	0.03519
0.08305	0.03390
0.08311	0.03213
0.08322	0.03390
0.08328	0.02843
0.08333	0.02424
0.08339	0.01876
0.08344	0.01183
0.08355	0.00909
0.08361	0.00394
0.08367	0.00249
0.08372	0.00571
0.08378	0.00426
0.08383	0.00668
0.08389	0.01425
0.08394	0.01618
0.08405	0.02359
0.08411	0.02649
0.08417	0.03004
0.08422	0.03245
0.08433	0.03503
0.08439	0.03535
0.08444	0.03036
0.08450	0.02907
0.08455	0.02134
0.08461	0.01683
0.08467	0.01538
0.08478	0.00845
0.08483	0.00571
0.08489	0.00136
0.08494	-0.00090
0.08500	-0.00090
0.08511	-0.00589
0.08517	-0.00267
0.08522	0.00120
0.08528	0.00200
0.08533	0.00507
