Interference and Diffraction Data File Fri, Feb 28, 2025 3:57 PM
Sensor Position (Meters)	Light Intensity (Volts)
-0.00589	-0.00492
-0.00594	-0.00283
-0.00600	-0.00025
-0.00606	-0.00138
-0.00611	-0.00138
-0.00617	-0.00363
-0.00622	-0.00218
-0.00628	0.00072
-0.00633	-0.00073
-0.00644	-0.00637
-0.00650	-0.00315
-0.00656	-0.00331
-0.00661	-0.00412
-0.00667	-0.00186
-0.00672	-0.00154
-0.00678	-0.00090
-0.00689	-0.00122
-0.00694	-0.00170
-0.00700	-0.00057
-0.00706	-0.00073
-0.00711	-0.00186
-0.00717	-0.00154
-0.00722	0.00168
-0.00728	-0.00122
-0.00739	-0.00267
-0.00744	0.00055
-0.00750	-0.00090
-0.00756	-0.00073
-0.00761	-0.00299
-0.00767	-0.00138
-0.00772	-0.00218
-0.00783	-0.00122
-0.00789	-0.00138
-0.00794	-0.00073
-0.00800	-0.00267
-0.00806	0.00200
-0.00811	-0.00347
-0.00822	-0.00283
-0.00828	-0.00218
-0.00833	0.00072
-0.00839	-0.00138
-0.00844	-0.00363
-0.00850	-0.00331
-0.00856	-0.00186
-0.00867	-0.00057
-0.00872	-0.00122
-0.00878	-0.00412
-0.00883	-0.00251
-0.00889	-0.00347
-0.00900	-0.00154
-0.00906	-0.00363
-0.00911	-0.00235
-0.00917	-0.00073
-0.00922	-0.00235
-0.00928	-0.00154
-0.00933	-0.00106
-0.00944	-0.00331
-0.00950	-0.00412
-0.00956	-0.00170
-0.00961	-0.00267
-0.00967	-0.00106
-0.00972	-0.00251
-0.00983	-0.00476
-0.00989	-0.00090
-0.00994	-0.00283
-0.01000	-0.00041
-0.01006	-0.00170
-0.01017	-0.00412
-0.01022	-0.00283
-0.01028	-0.00380
-0.01033	-0.00251
-0.01039	-0.00283
-0.01044	-0.00138
-0.01056	-0.00073
-0.01061	-0.00073
-0.01067	-0.00508
-0.01072	-0.00122
-0.01083	-0.00380
-0.01089	-0.00073
-0.01094	-0.00235
-0.01100	-0.00009
-0.01106	-0.00041
-0.01111	-0.00283
-0.01117	-0.00057
-0.01128	-0.00202
-0.01133	-0.00009
-0.01139	-0.00267
-0.01144	-0.00267
-0.01156	-0.00186
-0.01161	-0.00299
-0.01167	-0.00251
-0.01172	-0.00541
-0.01178	0.00072
-0.01183	0.00136
-0.01194	-0.00396
-0.01200	-0.00218
-0.01206	-0.00589
-0.01211	-0.00009
-0.01217	0.00120
-0.01222	0.00539
-0.01233	-0.00057
-0.01239	-0.00170
-0.01244	-0.00122
-0.01250	-0.00331
-0.01256	0.00088
-0.01267	0.00104
-0.01272	0.00007
-0.01278	0.00120
-0.01283	-0.00090
-0.01289	-0.00041
-0.01294	-0.00106
-0.01300	-0.00283
-0.01306	-0.00170
-0.01317	-0.00122
-0.01322	-0.00218
-0.01328	0.00120
-0.01333	0.00184
-0.01339	0.00297
-0.01344	0.00104
-0.01356	-0.00331
-0.01361	0.00007
-0.01367	0.00023
-0.01372	0.00152
-0.01378	0.00120
-0.01383	0.00055
-0.01389	0.00490
-0.01394	0.00249
-0.01406	-0.00073
-0.01411	-0.00138
-0.01417	-0.00251
-0.01422	0.00184
-0.01428	-0.00347
-0.01433	0.00055
-0.01439	0.00072
-0.01450	0.00136
-0.01450	0.00072
-0.01461	0.00233
-0.01467	0.00217
-0.01472	0.00281
-0.01478	0.00072
-0.01483	-0.00299
-0.01494	0.00104
-0.01500	0.00200
-0.01506	-0.00476
-0.01511	0.00168
-0.01517	0.00104
-0.01522	0.00281
-0.01528	0.00104
-0.01533	0.00039
-0.01539	0.00088
-0.01544	-0.00025
-0.01556	-0.00009
-0.01561	0.00329
-0.01567	0.00023
-0.01572	-0.00106
-0.01578	0.00055
-0.01583	0.00007
-0.01589	-0.00138
-0.01600	-0.00057
-0.01606	0.00007
-0.01611	-0.00025
-0.01617	-0.00283
-0.01622	-0.00041
-0.01628	-0.00315
-0.01633	-0.00218
-0.01639	-0.00090
-0.01650	0.00039
-0.01656	-0.00202
-0.01661	-0.00251
-0.01667	-0.00057
-0.01672	-0.00106
-0.01678	-0.00363
-0.01683	-0.00106
-0.01689	-0.00090
-0.01694	0.00136
-0.01706	-0.00444
-0.01711	-0.00347
-0.01717	-0.00073
-0.01722	0.00055
-0.01728	0.00072
-0.01733	-0.00090
-0.01744	-0.00251
-0.01750	-0.00170
-0.01756	-0.00412
-0.01761	-0.00492
-0.01767	-0.00186
-0.01772	0.00748
-0.01778	-0.00235
-0.01783	-0.00218
-0.01794	0.00007
-0.01800	-0.00283
-0.01806	-0.00541
-0.01811	-0.00235
-0.01817	-0.00315
-0.01828	-0.00218
-0.01833	-0.00154
-0.01839	-0.00492
-0.01844	-0.00122
-0.01850	-0.00186
-0.01856	-0.00106
-0.01861	0.00507
-0.01867	-0.00460
-0.01878	-0.00412
-0.01883	-0.00057
-0.01889	-0.00186
-0.01894	-0.00460
-0.01900	-0.00138
-0.01911	-0.00251
-0.01917	-0.00218
-0.01922	-0.00138
-0.01928	0.00104
-0.01933	0.00072
-0.01939	0.00184
-0.01944	0.00072
-0.01950	-0.00138
-0.01961	0.00265
-0.01967	0.00104
-0.01972	-0.00041
-0.01978	-0.00428
-0.01983	0.00200
-0.01994	-0.00170
-0.02000	0.00088
-0.02006	0.00233
-0.02011	-0.00041
-0.02017	-0.00041
-0.02022	0.00217
-0.02028	-0.00041
-0.02039	0.00136
-0.02044	-0.00186
-0.02050	-0.00041
-0.02056	0.00023
-0.02061	-0.00396
-0.02072	-0.00235
-0.02078	0.00055
-0.02083	0.00345
-0.02089	-0.00122
-0.02094	-0.00170
-0.02106	0.00394
-0.02111	0.01167
-0.02117	0.00297
-0.02122	0.00233
-0.02128	0.00136
-0.02133	0.00072
-0.02144	0.00152
-0.02150	0.00200
-0.02156	0.00039
-0.02161	0.00120
-0.02172	0.00120
-0.02178	0.00345
-0.02183	0.00265
-0.02189	0.00233
-0.02194	0.00007
-0.02200	0.00233
-0.02206	-0.00299
-0.02217	0.00055
-0.02222	-0.00025
-0.02228	0.00233
-0.02233	0.00329
-0.02239	0.00233
-0.02250	0.00507
-0.02256	0.00329
-0.02261	0.00410
-0.02267	0.00281
-0.02272	0.00313
-0.02278	0.00152
-0.02283	0.00200
-0.02289	0.00249
-0.02294	0.00136
-0.02306	0.00217
-0.02311	0.00023
-0.02317	0.00104
-0.02322	0.01425
-0.02328	0.00329
-0.02333	0.00410
-0.02344	0.00120
-0.02350	0.00088
-0.02356	0.00055
-0.02361	0.00184
-0.02367	0.00329
-0.02372	0.00200
-0.02378	-0.00702
-0.02383	-0.00025
-0.02394	0.00233
-0.02400	-0.00041
-0.02406	0.00168
-0.02411	0.00104
-0.02417	0.01006
-0.02422	0.00120
-0.02428	0.00297
-0.02439	0.00104
-0.02444	-0.00202
-0.02450	0.00136
-0.02456	-0.00073
-0.02461	0.00055
-0.02467	-0.00009
-0.02472	-0.00363
-0.02478	0.00217
-0.02489	0.00362
-0.02494	0.00104
-0.02500	-0.00090
-0.02506	0.00023
-0.02511	0.00217
-0.02517	0.00120
-0.02522	-0.00009
-0.02528	-0.00122
-0.02533	0.00120
-0.02539	-0.00073
-0.02550	-0.00073
-0.02556	-0.00460
-0.02561	0.00007
-0.02567	-0.00090
-0.02572	-0.00138
-0.02578	0.00168
-0.02589	0.00120
-0.02594	-0.00073
-0.02600	-0.00299
-0.02606	-0.00299
-0.02611	0.00023
-0.02617	-0.00122
-0.02622	-0.00057
-0.02628	0.00007
-0.02633	-0.00170
-0.02639	0.00152
-0.02650	-0.00090
-0.02656	-0.00106
-0.02661	0.00104
-0.02667	0.00023
-0.02672	0.00184
-0.02678	-0.00041
-0.02683	-0.00202
-0.02689	0.00120
-0.02694	0.00088
-0.02706	0.00072
-0.02711	0.00088
-0.02717	0.00281
-0.02722	-0.00154
-0.02728	-0.00009
-0.02739	-0.00009
-0.02744	-0.00041
-0.02750	0.00072
-0.02756	0.00184
-0.02761	0.00104
-0.02767	0.00200
-0.02772	0.00055
-0.02778	0.00055
-0.02783	0.00104
-0.02794	0.00297
-0.02800	0.00217
-0.02806	-0.00090
-0.02811	0.00072
-0.02817	-0.00041
-0.02822	0.00378
-0.02833	0.00120
-0.02839	0.00265
-0.02844	-0.00009
-0.02850	0.00249
-0.02856	0.00088
-0.02861	0.00378
-0.02867	0.00329
-0.02872	0.00378
-0.02883	0.00104
-0.02889	0.00168
-0.02894	0.00394
-0.02900	0.00088
-0.02906	0.00313
-0.02911	0.00297
-0.02922	0.00394
-0.02928	0.00507
-0.02933	0.00635
-0.02939	0.00539
-0.02944	0.00507
-0.02950	0.00603
-0.02956	0.00410
-0.02961	0.00233
-0.02972	0.00442
-0.02978	0.00458
-0.02983	0.00732
-0.02989	0.00732
-0.03000	0.00716
-0.03006	0.00378
-0.03011	0.00748
-0.03017	0.00329
-0.03022	0.00394
-0.03028	0.00635
-0.03033	0.00281
-0.03044	0.00474
-0.03050	0.00458
-0.03056	0.00378
-0.03061	0.00490
-0.03067	0.00362
-0.03078	0.00539
-0.03083	0.00362
-0.03089	0.00490
-0.03094	0.00571
-0.03100	0.00088
-0.03106	0.00458
-0.03117	0.00571
-0.03122	0.00587
-0.03128	-0.00057
-0.03133	0.00120
-0.03139	0.00458
-0.03150	0.00458
-0.03156	0.00136
-0.03161	0.00184
-0.03167	0.00329
-0.03178	0.00104
-0.03183	0.00233
-0.03189	0.00394
-0.03194	0.00378
-0.03200	0.00345
-0.03206	0.00426
-0.03211	-0.00009
-0.03217	0.00055
-0.03228	0.00168
-0.03233	0.00378
-0.03239	0.00281
-0.03244	0.00088
-0.03250	0.00281
-0.03261	0.00168
-0.03267	0.00136
-0.03272	0.00120
-0.03278	-0.00090
-0.03283	0.00184
-0.03289	0.00088
-0.03294	0.00039
-0.03306	0.00120
-0.03311	0.00168
-0.03317	0.00233
-0.03322	0.00104
-0.03328	-0.00154
-0.03339	0.00007
-0.03344	-0.00251
-0.03350	-0.00186
-0.03356	-0.00073
-0.03361	0.00281
-0.03367	-0.00090
-0.03372	-0.00154
-0.03378	-0.00041
-0.03389	0.00088
-0.03394	-0.00009
-0.03400	-0.00073
-0.03406	-0.00009
-0.03411	-0.00251
-0.03417	-0.00009
-0.03422	-0.00621
-0.03433	0.00055
-0.03439	0.00104
-0.03444	0.00039
-0.03450	-0.00057
-0.03456	0.00039
-0.03461	-0.00106
-0.03467	0.00184
-0.03472	0.00039
-0.03483	-0.00106
-0.03489	0.00104
-0.03494	-0.00106
-0.03500	0.00104
-0.03506	-0.00025
-0.03511	0.00313
-0.03517	-0.00138
-0.03522	-0.00009
-0.03528	-0.00347
-0.03533	0.00200
-0.03544	0.00249
-0.03550	0.00249
-0.03556	0.00136
-0.03561	0.00104
-0.03567	0.00490
-0.03572	0.00378
-0.03583	0.00200
-0.03589	0.00152
-0.03594	0.00313
-0.03600	0.00313
-0.03606	0.00362
-0.03611	-0.00186
-0.03617	0.00748
-0.03622	0.00700
-0.03628	0.00619
-0.03633	0.00668
-0.03644	0.00619
-0.03650	0.00668
-0.03656	0.00329
-0.03661	0.00362
-0.03667	0.00490
-0.03672	0.00619
-0.03678	0.01183
-0.03683	0.00603
-0.03694	0.00845
-0.03700	0.00797
-0.03706	0.00909
-0.03711	0.00700
-0.03717	0.00652
-0.03722	0.00523
-0.03728	0.00813
-0.03739	0.00571
-0.03744	0.00555
-0.03750	0.01070
-0.03756	0.01070
-0.03761	0.00893
-0.03767	0.02327
-0.03772	0.00925
-0.03778	0.00587
-0.03783	0.00652
-0.03794	0.00426
-0.03800	-0.00202
-0.03806	0.00829
-0.03811	0.00813
-0.03817	0.00490
-0.03822	0.00780
-0.03833	0.01151
-0.03839	0.00877
-0.03844	0.00329
-0.03850	0.00716
-0.03856	0.00668
-0.03861	0.00523
-0.03867	0.00378
-0.03872	0.00571
-0.03883	0.00877
-0.03889	0.00829
-0.03894	0.00797
-0.03900	0.00442
-0.03906	0.00877
-0.03911	0.00716
-0.03922	0.00523
-0.03928	0.00523
-0.03933	0.00668
-0.03939	0.00700
-0.03944	0.00539
-0.03950	0.00845
-0.03956	0.00780
-0.03961	0.00362
-0.03972	0.00329
-0.03978	0.00603
-0.03983	0.00394
-0.03989	0.00410
-0.03994	0.00426
-0.04006	0.00136
-0.04011	0.00345
-0.04017	0.00571
-0.04022	0.00362
-0.04028	0.00362
-0.04033	0.00136
-0.04039	0.00281
-0.04050	0.00313
-0.04056	0.00039
-0.04061	0.00249
-0.04067	0.00345
-0.04072	0.00233
-0.04083	0.00039
-0.04089	0.00297
-0.04094	0.00313
-0.04100	0.00088
-0.04106	0.01248
-0.04111	0.00088
-0.04122	0.00233
-0.04128	0.00104
-0.04133	0.00072
-0.04139	0.00297
-0.04144	0.00023
-0.04156	-0.00025
-0.04161	-0.00073
-0.04167	-0.00202
-0.04172	-0.00041
-0.04178	-0.00025
-0.04183	0.00120
-0.04194	-0.00057
-0.04200	-0.00025
-0.04206	0.00007
-0.04211	0.00120
-0.04217	0.00297
-0.04222	0.00184
-0.04233	-0.00218
-0.04239	0.00152
-0.04244	-0.00444
-0.04250	0.00007
-0.04256	0.00281
-0.04267	0.00281
-0.04272	0.00120
-0.04278	0.00394
-0.04283	0.00249
-0.04289	0.00362
-0.04294	0.00426
-0.04300	0.00732
-0.04311	0.00039
-0.04317	0.00152
-0.04322	0.00200
-0.04328	0.00233
-0.04333	0.00200
-0.04344	0.00378
-0.04350	0.00249
-0.04356	0.00539
-0.04361	0.00442
-0.04367	0.00603
-0.04372	0.00442
-0.04378	0.00200
-0.04383	0.00507
-0.04394	-0.00170
-0.04400	0.00925
-0.04406	0.00490
-0.04411	0.00845
-0.04417	0.00732
-0.04422	0.00942
-0.04428	0.01038
-0.04433	0.00426
-0.04444	0.00845
-0.04450	0.01022
-0.04456	0.00845
-0.04461	0.00958
-0.04467	0.01296
-0.04472	0.01312
-0.04478	0.01151
-0.04483	0.01054
-0.04494	0.01731
-0.04500	0.01280
-0.04506	0.01199
-0.04511	0.01038
-0.04517	0.00845
-0.04522	0.00700
-0.04528	0.01070
-0.04533	0.01038
-0.04539	0.01296
-0.04544	0.01602
-0.04550	0.01473
-0.04561	0.01167
-0.04567	0.01280
-0.04572	0.00958
-0.04578	0.01087
-0.04583	0.00893
-0.04589	0.01006
-0.04594	0.01554
-0.04600	0.01344
-0.04606	0.01795
-0.04617	0.01828
-0.04622	0.01715
-0.04628	0.01505
-0.04633	0.01377
-0.04639	0.01393
-0.04644	0.01280
-0.04650	0.01377
-0.04661	0.00635
-0.04667	0.01457
-0.04672	0.01908
-0.04678	0.01280
-0.04683	0.01683
-0.04689	0.01618
-0.04694	0.01618
-0.04700	0.01167
-0.04706	0.00958
-0.04717	0.00845
-0.04722	0.00990
-0.04728	0.00764
-0.04733	0.01151
-0.04739	0.00909
-0.04750	0.01054
-0.04756	0.01022
-0.04761	0.01022
-0.04767	0.00829
-0.04772	0.00797
-0.04778	0.00813
-0.04783	0.00587
-0.04789	0.00555
-0.04800	0.00797
-0.04806	0.00990
-0.04811	0.00942
-0.04817	0.00603
-0.04822	0.00619
-0.04828	0.00458
-0.04839	0.00458
-0.04844	0.00168
-0.04850	0.00458
-0.04856	0.00490
-0.04861	0.00345
-0.04867	0.00184
-0.04872	0.00378
-0.04883	0.00555
-0.04889	0.00474
-0.04894	0.00233
-0.04900	0.00233
-0.04906	0.00217
-0.04917	0.00072
-0.04922	-0.00218
-0.04928	0.00200
-0.04933	-0.00009
-0.04939	0.00088
-0.04944	-0.00138
-0.04950	0.00072
-0.04956	-0.00041
-0.04967	-0.00138
-0.04972	-0.00090
-0.04978	0.00088
-0.04983	0.00217
-0.04994	-0.00412
-0.05000	-0.00041
-0.05006	0.00233
-0.05011	0.00152
-0.05017	0.00200
-0.05022	-0.00138
-0.05028	-0.00251
-0.05039	-0.00170
-0.05044	0.00007
-0.05050	0.00088
-0.05056	0.00200
-0.05067	0.00587
-0.05072	0.00345
-0.05078	0.00442
-0.05083	0.00523
-0.05089	0.00394
-0.05094	0.00442
-0.05106	0.00474
-0.05111	0.00571
-0.05117	0.00684
-0.05122	0.00474
-0.05128	0.00764
-0.05139	0.01054
-0.05144	0.01167
-0.05150	0.01038
-0.05156	0.00442
-0.05167	0.00797
-0.05172	0.00925
-0.05178	0.00555
-0.05183	0.00490
-0.05189	0.01167
-0.05194	0.01377
-0.05200	0.01215
-0.05211	0.01215
-0.05217	0.01087
-0.05222	0.01328
-0.05228	0.01425
-0.05233	0.01489
-0.05244	0.01940
-0.05250	0.01844
-0.05256	0.02456
-0.05261	0.02665
-0.05267	0.02875
-0.05272	0.02698
-0.05278	0.02778
-0.05289	0.02101
-0.05294	0.02069
-0.05300	0.02295
-0.05306	0.02585
-0.05311	0.02698
-0.05317	0.03036
-0.05328	0.03551
-0.05333	0.03648
-0.05339	0.03584
-0.05344	0.03551
-0.05350	0.02327
-0.05356	0.02730
-0.05361	0.02456
-0.05367	0.02182
-0.05378	0.02246
-0.05383	0.02279
-0.05389	0.02843
-0.05394	0.03116
-0.05400	0.03165
-0.05411	0.02971
-0.05417	0.02424
-0.05422	0.02166
-0.05428	0.02069
-0.05433	0.01844
-0.05439	0.01876
-0.05444	0.01940
-0.05450	0.02456
-0.05461	0.02826
-0.05467	0.02665
-0.05472	0.02408
-0.05478	0.02182
-0.05483	0.01956
-0.05489	0.01650
-0.05500	0.01779
-0.05506	0.01779
-0.05511	0.02230
-0.05517	0.02536
-0.05522	0.02649
-0.05528	0.04035
-0.05533	0.02778
-0.05539	0.02730
-0.05544	0.02359
-0.05556	0.02021
-0.05561	0.01860
-0.05567	0.01908
-0.05572	0.01586
-0.05578	0.02021
-0.05583	0.02134
-0.05589	0.02037
-0.05600	0.01924
-0.05605	0.03116
-0.05611	0.01505
-0.05617	0.01377
-0.05622	0.01070
-0.05628	0.00877
-0.05633	0.00829
-0.05639	0.00780
-0.05650	0.00845
-0.05655	0.00764
-0.05661	0.00668
-0.05667	0.01038
-0.05672	0.00813
-0.05678	-0.00138
-0.05683	0.00217
-0.05689	0.00120
-0.05694	0.00281
-0.05705	-0.00138
-0.05711	0.00233
-0.05717	0.00184
-0.05722	0.00249
-0.05728	0.00055
-0.05739	0.00217
-0.05744	0.00426
-0.05750	0.00217
-0.05755	0.00458
-0.05761	0.00168
-0.05767	-0.00025
-0.05772	-0.00025
-0.05778	0.00039
-0.05789	-0.00138
-0.05794	-0.00202
-0.05800	0.00088
-0.05805	-0.00235
-0.05811	0.00023
-0.05817	-0.00202
-0.05828	0.00249
-0.05833	0.00329
-0.05839	0.00442
-0.05844	0.00813
-0.05850	0.01650
-0.05855	0.00716
-0.05861	0.00990
-0.05867	0.00861
-0.05878	0.00893
-0.05883	0.01248
-0.05889	0.01312
-0.05894	0.01151
-0.05900	0.01973
-0.05911	0.02343
-0.05917	0.02536
-0.05922	0.02456
-0.05928	0.02053
-0.05933	0.02053
-0.05939	0.02069
-0.05944	0.01892
-0.05950	0.01973
-0.05961	0.02391
-0.05967	0.02907
-0.05972	0.03116
-0.05978	0.03519
-0.05983	0.03809
-0.05994	0.03809
-0.06000	0.03245
-0.06005	0.03004
-0.06011	0.02698
-0.06017	0.02778
-0.06022	0.03229
-0.06028	0.03906
-0.06039	0.04760
-0.06044	0.05372
-0.06050	0.05259
-0.06055	0.04760
-0.06067	0.04727
-0.06072	0.03809
-0.06078	0.04002
-0.06083	0.04502
-0.06089	0.05034
-0.06100	0.06210
-0.06105	0.06918
-0.06111	0.07531
-0.06117	0.07708
-0.06122	0.07434
-0.06128	0.06902
-0.06139	0.06097
-0.06144	0.05404
-0.06150	0.06274
-0.06155	0.07547
-0.06167	0.08642
-0.06172	0.09947
-0.06178	0.10221
-0.06183	0.10785
-0.06189	0.10334
-0.06194	0.09158
-0.06200	0.08288
-0.06211	0.07611
-0.06217	0.07660
-0.06222	0.08610
-0.06228	0.09899
-0.06239	0.11075
-0.06244	0.11478
-0.06250	0.11478
-0.06255	0.10350
-0.06261	0.09190
-0.06267	0.07547
-0.06272	0.06822
-0.06283	0.06500
-0.06289	0.07047
-0.06294	0.07708
-0.06300	0.08529
-0.06305	0.08819
-0.06311	0.08626
-0.06322	0.07966
-0.06328	0.06580
-0.06333	0.05614
-0.06339	0.05050
-0.06344	0.04550
-0.06350	0.04534
-0.06355	0.04953
-0.06361	0.05243
-0.06372	0.05469
-0.06378	0.05420
-0.06383	0.05017
-0.06389	0.03825
-0.06394	0.03713
-0.06405	0.03245
-0.06411	0.02585
-0.06417	0.02408
-0.06422	0.02875
-0.06428	0.02843
-0.06433	0.02988
-0.06439	0.02665
-0.06444	0.02633
-0.06450	0.02440
-0.06461	0.02166
-0.06467	0.01828
-0.06472	0.01457
-0.06478	0.00909
-0.06483	0.01087
-0.06489	0.01022
-0.06500	0.01183
-0.06505	0.01087
-0.06511	0.01006
-0.06517	0.00700
-0.06522	0.00684
-0.06528	0.00748
-0.06533	0.00603
-0.06539	0.00378
-0.06544	0.00249
-0.06550	0.00345
-0.06561	0.00265
-0.06567	0.00668
-0.06572	0.00635
-0.06578	0.00700
-0.06583	0.01248
-0.06589	0.00635
-0.06594	0.01215
-0.06605	0.01650
-0.06611	0.02150
-0.06617	0.02553
-0.06622	0.03245
-0.06628	0.03793
-0.06633	0.04083
-0.06639	0.04115
-0.06644	0.04019
-0.06655	0.04244
-0.06661	0.04518
-0.06667	0.05356
-0.06672	0.07080
-0.06678	0.08691
-0.06683	0.10640
-0.06689	0.11993
-0.06694	0.12750
-0.06700	0.12783
-0.06711	0.12605
-0.06717	0.11236
-0.06722	0.11172
-0.06728	0.12557
-0.06733	0.14764
-0.06744	0.17600
-0.06750	0.20967
-0.06755	0.24140
-0.06761	0.25719
-0.06767	0.26025
-0.06772	0.24801
-0.06778	0.22739
-0.06783	0.21257
-0.06789	0.21144
-0.06800	0.23367
-0.06805	0.27604
-0.06811	0.32937
-0.06817	0.37641
-0.06822	0.40670
-0.06833	0.40766
-0.06839	0.38382
-0.06844	0.34805
-0.06850	0.32147
-0.06855	0.31616
-0.06861	0.34548
-0.06867	0.40621
-0.06878	0.48483
-0.06883	0.55266
-0.06889	0.57344
-0.06894	0.55620
-0.06900	0.50674
-0.06911	0.45648
-0.06917	0.42651
-0.06922	0.43441
-0.06928	0.49208
-0.06933	0.57424
-0.06939	0.66736
-0.06944	0.73615
-0.06950	0.76451
-0.06961	0.73696
-0.06967	0.66897
-0.06972	0.59261
-0.06978	0.55459
-0.06983	0.56603
-0.06994	0.64497
-0.07000	0.75017
-0.07005	0.86600
-0.07011	0.95171
-0.07017	0.98152
-0.07022	0.94414
-0.07033	0.85698
-0.07039	0.76080
-0.07044	0.70490
-0.07050	0.71553
-0.07055	0.80543
-0.07067	0.94656
-0.07072	1.09912
-0.07078	1.20416
-0.07083	1.22575
-0.07089	1.17259
-0.07100	1.05643
-0.07105	0.93850
-0.07111	0.86761
-0.07117	0.87696
-0.07122	0.96831
-0.07128	1.15358
-0.07139	1.33240
-0.07144	1.46338
-0.07150	1.49190
-0.07155	1.41118
-0.07167	1.25475
-0.07172	1.10267
-0.07178	1.02969
-0.07183	1.06529
-0.07189	1.20303
-0.07194	1.40764
-0.07200	1.61192
-0.07211	1.74290
-0.07217	1.73581
-0.07222	1.60387
-0.07228	1.40007
-0.07239	1.22865
-0.07244	1.17613
-0.07250	1.26635
-0.07255	1.46789
-0.07261	1.69553
-0.07267	1.88193
-0.07272	1.97038
-0.07283	1.92898
-0.07289	1.78430
-0.07294	1.58663
-0.07300	1.39298
-0.07305	1.31033
-0.07311	1.38492
-0.07322	1.58179
-0.07328	1.83264
-0.07333	2.03031
-0.07339	2.12617
-0.07344	2.08058
-0.07350	1.90803
-0.07355	1.70536
-0.07367	1.50060
-0.07372	1.36656
-0.07378	1.37413
-0.07383	1.52009
-0.07389	1.75547
-0.07394	1.96877
-0.07405	2.09443
-0.07411	2.07913
-0.07417	1.93881
-0.07422	1.71954
-0.07428	1.50704
-0.07433	1.34932
-0.07439	1.29309
-0.07444	1.36801
-0.07455	1.53233
-0.07461	1.75724
-0.07467	1.92624
-0.07472	1.98102
-0.07478	1.90433
-0.07483	1.71519
-0.07494	1.48674
-0.07500	1.27505
-0.07505	1.19289
-0.07511	1.22784
-0.07517	1.36011
-0.07522	1.54168
-0.07528	1.69392
-0.07533	1.76143
-0.07539	1.70311
-0.07550	1.54297
-0.07555	1.32241
-0.07561	1.13263
-0.07567	1.03226
-0.07572	1.05095
-0.07578	1.16211
-0.07589	1.30389
-0.07594	1.42165
-0.07600	1.47482
-0.07605	1.43422
-0.07611	1.32805
-0.07617	1.15277
-0.07622	0.97910
-0.07628	0.86117
-0.07633	0.83362
-0.07639	0.87390
-0.07650	0.98506
-0.07655	1.08704
-0.07661	1.15325
-0.07667	1.14488
-0.07672	1.07012
-0.07678	0.94462
-0.07683	0.80833
-0.07689	0.69765
-0.07700	0.63337
-0.07705	0.63434
-0.07711	0.68814
-0.07717	0.77111
-0.07722	0.83056
-0.07728	0.84474
-0.07739	0.80140
-0.07744	0.71247
-0.07750	0.60357
-0.07755	0.51415
-0.07761	0.45293
-0.07767	0.43457
-0.07772	0.45454
-0.07778	0.50545
-0.07789	0.54927
-0.07794	0.57167
-0.07800	0.55056
-0.07805	0.50239
-0.07811	0.42377
-0.07822	0.34822
-0.07828	0.30069
-0.07833	0.27362
-0.07839	0.27942
-0.07844	0.30585
